43,Bishkek,2019-03-26
34,Addis Ababa,2019-12-05
58,Beirut,2019-09-28
72,Belgrade,2019-01-29
5,Dublin,2019-04-04
67,Berlin,2019-07-12
3,Kingston,2019-12-07
52,Cairo,2019-07-10
17,Athens,2019-09-15
84,Koror,2019-07-20
51,Georgetown,2019-01-01
45,Dili,2019-01-14
70,Harare,2019-05-29
90,Kathmandu,2019-09-22
24,Budapest,2019-04-06
30,Astana,2019-10-14
66,Luxembourg City,2019-06-20
99,Kingston,2019-02-12
6,Ankara,2019-08-16
30,Astana,2019-11-01
21,Funafuti,2019-05-19
86,Damascus,2019-01-03
97,Bridgetown,2019-10-16
34,Bridgetown,2019-06-13
48,Budapest,2019-08-02
52,Buenos Aires,2019-11-04
63,Amman,2019-01-01
1,Freetown,2019-07-16
33,Ankara,2019-09-20
98,George Town,2019-11-26
40,Dar es Salaam,2019-04-20
95,Bucharest,2019-02-26
36,Bern,2019-10-12
47,Bangkok,2019-09-02
67,Caracas,2019-06-14
87,Kinshasa,2019-12-28
15,Georgetown,2019-02-23
58,Bishkek,2019-01-11
46,Helsinki,2019-07-06
8,Asmara,2019-04-19
44,Lisbon,2019-09-21
34,Djibouti,2019-08-29
53,Bamako,2019-10-10
0,Brazzaville,2019-08-24
21,Lusaka,2019-09-04
49,Harare,2019-01-08
59,Bern,2019-10-12
64,Belgrade,2019-04-01
21,Basseterre,2019-11-23
23,Bangkok,2019-11-27
79,Beijing,2019-01-06
25,Banjul,2019-12-10
43,Conakry,2019-01-07
50,Jerusalem,2019-10-01
62,George Town,2019-02-28
18,Budapest,2019-09-16
33,Dili,2019-03-05
87,Cayenne,2019-01-05
33,Baku,2019-10-07
61,Kuala Lumpur,2019-07-24
68,Canberra,2019-06-16
69,Astana,2019-04-18
68,Kigali,2019-07-06
45,Freetown,2019-09-17
5,Gaborone,2019-12-16
69,Castries,2019-03-21
26,Antananarivo,2019-12-19
64,Beijing,2019-08-27
74,Funafuti,2019-08-17
8,Kingstown,2019-03-17
80,Budapest,2019-02-03
95,Madrid,2019-08-16
32,Lusaka,2019-01-15
24,Canberra,2019-07-27
93,Bamako,2019-03-15
4,Caracas,2019-10-28
11,Bratislava,2019-08-16
70,Helsinki,2019-02-15
29,Belgrade,2019-05-31
63,Accra,2019-01-16
50,Copenhagen,2019-02-16
65,Honiara,2019-06-27
23,Athens,2019-11-17
68,Bern,2019-07-29
59,Amsterdam,2019-08-10
81,Bangui,2019-12-17
33,Dili,2019-08-15
94,Caracas,2019-06-29
70,Juba,2019-06-18
48,Havana,2019-03-05
2,Djibouti,2019-03-22
16,Dakar,2019-02-24
77,La Paz and Sucre,2019-12-06
34,Hanoi,2019-02-28
45,Freetown,2019-01-06
53,Lome,2019-03-28
16,Belgrade,2019-09-23
51,Buenos Aires,2019-10-05
70,Bridgetown,2019-11-11
57,Bangkok,2019-05-05
5,Guatemala,2019-07-02
3,Kingstown,2019-03-22
4,Cayenne,2019-09-09
18,Buenos Aires,2019-12-14
65,London,2019-05-01
24,Kinshasa,2019-03-25
27,Budapest,2019-02-13
58,Amman,2019-04-07
92,London,2019-10-05
8,Bujumbura,2019-08-08
84,Havana,2019-01-18
70,Abuja,2019-09-13
69,Asuncion,2019-05-13
7,Ljubljana,2019-11-10
3,Athens,2019-05-13
92,Antananarivo,2019-09-15
99,Luanda,2019-11-11
15,Beijing,2019-03-06
93,Lima,2019-06-25
2,Jerusalem,2019-05-22
61,Buenos Aires,2019-11-09
63,Castries,2019-09-02
57,Kabul,2019-09-09
19,Damascus,2019-10-09
29,Kyiv or Kiev,2019-08-05
11,Bratislava,2019-04-23
12,Canberra,2019-04-06
40,Baku,2019-07-25
8,Bratislava,2019-10-07
75,Addis Ababa,2019-02-13
47,Dakar,2019-03-25
27,Bujumbura,2019-02-09
27,Amman,2019-11-24
94,Dhaka,2019-06-01
23,Funafuti,2019-08-19
38,Abu Dhabi,2019-11-09
83,Georgetown,2019-05-09
91,Ankara,2019-04-06
62,Luxembourg City,2019-10-09
77,Andorra la Vella,2019-09-14
93,Andorra la Vella,2019-08-19
87,Abuja,2019-07-08
44,La’youn,2019-10-29
76,Kuala Lumpur,2019-07-05
88,Andorra la Vella,2019-08-13
48,Freetown,2019-12-04
9,Helsinki,2019-09-28
83,Berlin,2019-08-25
78,Dhaka,2019-10-23
9,Apia,2019-02-20
79,Beijing,2019-04-01
46,Kingston,2019-09-30
58,Kinshasa,2019-01-16
7,Gaborone,2019-05-14
10,Belmopan,2019-11-13
52,Brasília,2019-05-09
97,Bandar Seri Begawan,2019-06-27
59,Freetown,2019-10-18
62,Kingstown,2019-01-23
83,Djibouti,2019-06-13
96,Freetown,2019-11-04
81,Doha,2019-03-06
98,Baghdad,2019-04-11
13,Baghdad,2019-08-02
76,Koror,2019-05-11
14,Baku,2019-05-16
25,Bratislava,2019-03-08
50,Brasília,2019-02-14
13,Dushanbe,2019-05-16
24,Kingston,2019-09-09
92,Kyiv or Kiev,2019-10-28
20,Chisinau,2019-09-25
19,Castries,2019-11-27
86,Canberra,2019-12-25
29,Apia,2019-08-22
96,Doha,2019-12-03
79,Banjul,2019-02-15
5,Andorra la Vella,2019-03-30
14,Ljubljana,2019-04-29
26,Basseterre,2019-07-10
32,Helsinki,2019-12-22
33,Athens,2019-02-28
84,Conakry,2019-03-08
26,Brussels,2019-01-04
27,Asmara,2019-04-09
19,London,2019-09-21
94,Damascus,2019-05-19
55,Brasília,2019-08-11
58,Dakar,2019-02-26
86,Ankara,2019-08-05
97,Funafuti,2019-04-27
85,Accra,2019-08-24
25,Kabul,2019-06-23
68,Luanda,2019-10-19
82,Belmopan,2019-11-27
98,Kabul,2019-07-17
73,Jerusalem,2019-11-22
99,Kinshasa,2019-02-18
48,Koror,2019-09-17
58,Freetown,2019-11-28
44,Helsinki,2019-08-05
20,Cockburn Town,2019-03-10
72,Belgrade,2019-02-13
76,Baghdad,2019-04-26
96,Addis Ababa,2019-05-03
99,Djibouti,2019-11-25
65,Jerusalem,2019-09-07
32,Cairo,2019-09-19
40,Accra,2019-12-02
12,Brussels,2019-04-09
8,Bamako,2019-10-24
65,Apia,2019-09-10
49,Berlin,2019-03-31
52,La’youn,2019-10-25
42,La Paz and Sucre,2019-09-04
59,Jakarta,2019-11-24
12,Chisinau,2019-02-15
82,Bogotá,2019-03-11
18,Athens,2019-12-04
97,Kabul,2019-11-10
36,Guatemala,2019-01-28
48,Jerusalem,2019-01-27
34,Damascus,2019-05-25
52,Baghdad,2019-10-26
93,Cairo,2019-12-11
43,Budapest,2019-04-18
44,Jerusalem,2019-03-10
25,Baghdad,2019-05-07
57,Kampala,2019-09-17
27,Bridgetown,2019-06-29
38,Freetown,2019-05-10
50,Luanda,2019-03-03
0,Damascus,2019-04-04
87,Antananarivo,2019-04-15
70,Libreville,2019-10-20
35,Cayenne,2019-04-19
23,Khartoum,2019-09-24
57,Kampala,2019-07-31
97,Asmara,2019-07-28
14,Brussels,2019-04-17
10,Caracas,2019-05-15
29,Dublin,2019-11-25
7,Dakar,2019-11-01
44,Lima,2019-10-25
27,Juba,2019-06-27
98,Conakry,2019-11-24
16,Belgrade,2019-02-10
7,Honiara,2019-06-28
14,Bishkek,2019-01-13
75,George Town,2019-05-29
2,Lilongwe,2019-04-26
25,Djibouti,2019-10-18
29,Amsterdam,2019-02-19
52,Kabul,2019-05-18
73,Luanda,2019-03-16
95,Honiara,2019-07-28
56,Kigali,2019-06-10
35,Kingston,2019-12-06
89,Lusaka,2019-01-12
18,George Town,2019-05-23
50,Brasília,2019-02-15
92,George Town,2019-05-20
39,Asgabat,2019-02-08
42,Dhaka,2019-04-25
75,Kyiv or Kiev,2019-11-25
91,Budapest,2019-05-23
80,Libreville,2019-02-28
35,Koror,2019-12-22
35,Buenos Aires,2019-07-08
63,George Town,2019-06-13
69,Bern,2019-12-15
77,Koror,2019-02-06
75,Belmopan,2019-01-29
85,Doha,2019-04-25
51,Budapest,2019-02-14
84,Ankara,2019-03-22
16,London,2019-08-07
64,Kuala Lumpur,2019-12-23
36,Freetown,2019-06-12
28,Madrid,2019-09-18
75,Damascus,2019-03-01
51,Belgrade,2019-04-10
41,Lisbon,2019-02-17
79,Conakry,2019-09-13
52,Amman,2019-09-27
77,Basseterre,2019-12-02
22,Astana,2019-11-08
84,Bandar Seri Begawan,2019-02-26
49,Brazzaville,2019-12-11
66,Banjul,2019-06-27
78,Astana,2019-01-15
44,Cairo,2019-11-12
49,Damascus,2019-08-13
44,Kingstown,2019-03-05
88,Jakarta,2019-06-18
69,George Town,2019-10-05
6,Bangkok,2019-07-07
59,Abuja,2019-09-05
3,Djibouti,2019-04-02
49,Honiara,2019-06-28
32,Copenhagen,2019-05-15
95,Banjul,2019-05-14
48,Asmara,2019-05-22
45,Dar es Salaam,2019-06-16
95,Damascus,2019-02-05
94,Gaborone,2019-11-13
77,Gaborone,2019-05-24
51,Abu Dhabi,2019-08-31
27,Castries,2019-06-08
97,Doha,2019-08-25
39,Caracas,2019-11-28
22,Belmopan,2019-08-23
2,Luxembourg City,2019-12-06
92,Bamako,2019-04-15
94,Canberra,2019-06-12
13,Budapest,2019-12-11
61,Baghdad,2019-02-18
71,Freetown,2019-11-09
79,Bern,2019-05-29
69,Belgrade,2019-12-01
47,Madrid,2019-09-17
30,George Town,2019-09-20
72,Harare,2019-01-06
49,Jakarta,2019-02-05
1,Bujumbura,2019-12-16
40,Juba,2019-06-30
34,Lima,2019-07-17
14,Luanda,2019-07-01
25,Amman,2019-03-21
38,Belmopan,2019-03-01
64,Bandar Seri Begawan,2019-07-12
84,Koror,2019-03-08
12,Abu Dhabi,2019-11-14
16,Brasília,2019-06-06
66,Dili,2019-10-15
95,Bern,2019-11-14
26,Madrid,2019-08-06
79,Bangui,2019-06-21
78,Cayenne,2019-03-16
50,Bangui,2019-10-17
74,La’youn,2019-06-02
66,Conakry,2019-06-04
59,Ljubljana,2019-10-25
11,Djibouti,2019-07-28
31,Astana,2019-07-23
96,Abuja,2019-11-19
77,Islamabad,2019-02-15
7,Lima,2019-05-21
98,George Town,2019-08-26
99,Belgrade,2019-03-11
6,Hanoi,2019-11-22
62,Dushanbe,2019-06-17
61,Apia,2019-09-23
57,Lusaka,2019-03-31
6,Dili,2019-12-17
96,Islamabad,2019-01-12
91,George Town,2019-06-25
15,Bujumbura,2019-02-05
23,Asuncion,2019-04-21
62,Libreville,2019-01-24
41,Madrid,2019-01-29
27,Georgetown,2019-05-12
87,Budapest,2019-01-10
79,Belmopan,2019-04-08
33,Havana,2019-02-15
25,Doha,2019-01-26
92,Brasília,2019-12-07
92,Jerusalem,2019-12-03
37,Dakar,2019-04-04
41,Conakry,2019-10-10
88,Asgabat,2019-02-25
78,Bujumbura,2019-03-14
26,Islamabad,2019-11-03
55,Cockburn Town,2019-11-09
34,Freetown,2019-04-04
91,Luxembourg City,2019-04-06
21,Asuncion,2019-06-23
70,Djibouti,2019-03-02
53,Addis Ababa,2019-08-28
8,Baghdad,2019-08-13
55,Luanda,2019-08-25
66,Bandar Seri Begawan,2019-06-27
10,Bridgetown,2019-10-10
66,Copenhagen,2019-12-13
15,Ljubljana,2019-06-15
16,La Paz and Sucre,2019-09-13
50,London,2019-07-01
17,Honiara,2019-04-28
68,Ankara,2019-06-27
90,Ljubljana,2019-12-25
40,Kampala,2019-09-19
79,Abuja,2019-04-12
55,Amsterdam,2019-01-01
5,Bangui,2019-05-20
29,Abu Dhabi,2019-06-06
86,Doha,2019-06-27
61,Lisbon,2019-11-18
22,Beirut,2019-06-28
85,Astana,2019-01-26
98,Bratislava,2019-02-25
72,Lima,2019-05-04
26,Kyiv or Kiev,2019-04-30
27,Buenos Aires,2019-12-05
93,Abuja,2019-07-18
60,Georgetown,2019-07-05
34,Lome,2019-01-05
56,Brussels,2019-04-26
80,Gaborone,2019-08-12
34,Lusaka,2019-03-15
42,Jerusalem,2019-11-16
21,Conakry,2019-09-27
52,Juba,2019-04-24
49,Harare,2019-05-26
5,Ankara,2019-03-04
26,Addis Ababa,2019-10-26
5,Cairo,2019-01-30
90,Buenos Aires,2019-07-24
62,Guatemala,2019-07-31
94,Ljubljana,2019-12-10
2,Dublin,2019-12-09
49,Jerusalem,2019-04-29
77,Harare,2019-06-17
93,Helsinki,2019-11-29
96,Accra,2019-03-11
30,Madrid,2019-05-20
79,Freetown,2019-07-05
40,Luxembourg City,2019-03-30
50,Conakry,2019-12-29
57,Lisbon,2019-11-26
74,Beirut,2019-08-03
32,Abu Dhabi,2019-12-19
85,Ankara,2019-02-14
16,Accra,2019-07-05
83,Harare,2019-09-06
21,Ljubljana,2019-05-01
94,Conakry,2019-06-16
75,Addis Ababa,2019-07-18
61,Dakar,2019-04-08
74,Gaborone,2019-11-02
77,Kabul,2019-06-21
81,Islamabad,2019-03-02
94,Baku,2019-02-25
81,Funafuti,2019-03-23
94,Lima,2019-01-11
72,Bamako,2019-02-07
94,Bandar Seri Begawan,2019-09-05
6,George Town,2019-01-02
23,Cairo,2019-09-09
90,Libreville,2019-04-24
34,Helsinki,2019-01-31
37,Kingston,2019-06-24
9,Bishkek,2019-01-13
45,Astana,2019-11-29
37,Castries,2019-05-02
40,Dublin,2019-12-04
19,Apia,2019-12-15
53,Dar es Salaam,2019-11-29
65,Apia,2019-01-23
17,Apia,2019-11-23
55,Addis Ababa,2019-08-26
62,La’youn,2019-07-31
32,Astana,2019-12-24
54,Addis Ababa,2019-07-24
67,London,2019-12-21
99,Kuala Lumpur,2019-10-22
14,Bogotá,2019-02-07
35,Beirut,2019-06-16
89,Lusaka,2019-11-09
52,Dushanbe,2019-02-05
34,Kyiv or Kiev,2019-01-12
94,Dili,2019-01-22
94,Khartoum,2019-07-29
75,Budapest,2019-02-09
51,Kuwait,2019-04-05
36,Dakar,2019-06-20
16,Kingston,2019-12-24
39,Koror,2019-09-30
74,Beijing,2019-04-30
87,Madrid,2019-08-08
7,Kingston,2019-03-19
46,Beijing,2019-08-14
29,Jakarta,2019-08-19
54,Brazzaville,2019-04-14
57,Georgetown,2019-09-20
56,Lisbon,2019-05-13
96,Ljubljana,2019-01-06
65,Damascus,2019-09-09
99,Brazzaville,2019-05-13
61,Jerusalem,2019-06-17
83,Lima,2019-03-01
78,Antananarivo,2019-11-21
36,Bangui,2019-02-07
62,Bandar Seri Begawan,2019-03-07
30,Brasília,2019-02-17
41,Kampala,2019-04-24
0,Bangui,2019-08-19
23,Copenhagen,2019-03-25
43,Castries,2019-09-12
71,Kuwait,2019-10-02
30,Brasília,2019-02-15
90,Bamako,2019-03-14
27,Madrid,2019-06-05
48,London,2019-05-31
8,Djibouti,2019-10-16
31,Lisbon,2019-08-19
94,Lilongwe,2019-06-30
25,Kathmandu,2019-08-09
56,Juba,2019-12-23
6,Beijing,2019-03-16
40,Luanda,2019-01-26
60,Andorra la Vella,2019-03-09
64,Canberra,2019-10-22
67,Buenos Aires,2019-05-30
54,La Paz and Sucre,2019-12-30
20,Jakarta,2019-03-29
78,Bujumbura,2019-11-17
54,Asmara,2019-07-01
28,Andorra la Vella,2019-12-21
41,Cockburn Town,2019-05-17
17,Guatemala,2019-03-18
52,Dushanbe,2019-08-17
39,Ankara,2019-11-15
34,Bujumbura,2019-10-26
18,Andorra la Vella,2019-09-23
54,Kingston,2019-08-25
5,Helsinki,2019-01-08
32,Damascus,2019-07-26
41,Bridgetown,2019-02-16
62,Kuwait,2019-08-17
51,Islamabad,2019-06-23
45,Honiara,2019-08-27
43,Helsinki,2019-09-26
7,Honiara,2019-09-04
94,Jerusalem,2019-10-12
12,Doha,2019-05-14
53,Belgrade,2019-01-22
96,Asgabat,2019-09-19
21,Dhaka,2019-05-27
86,Jakarta,2019-12-22
55,Dushanbe,2019-02-17
63,Lilongwe,2019-07-26
49,Budapest,2019-11-08
44,Abuja,2019-02-27
40,Kuwait,2019-09-07
60,Accra,2019-07-05
18,Cayenne,2019-04-07
22,Juba,2019-04-01
78,Beirut,2019-08-14
55,Harare,2019-01-28
98,Abuja,2019-08-10
16,Copenhagen,2019-10-12
47,Berlin,2019-06-17
12,Beijing,2019-02-08
24,Koror,2019-05-10
62,Andorra la Vella,2019-07-07
2,Lisbon,2019-06-02
87,Jerusalem,2019-08-11
14,Bogotá,2019-04-05
56,Belgrade,2019-10-07
12,Copenhagen,2019-11-17
71,Addis Ababa,2019-08-04
17,Freetown,2019-09-22
78,Cairo,2019-07-10
68,Guatemala,2019-05-31
14,Kingstown,2019-06-30
30,Kingstown,2019-11-25
28,Doha,2019-02-13
40,Kathmandu,2019-06-05
52,La’youn,2019-03-29
68,Lima,2019-07-04
20,Belmopan,2019-08-12
86,Funafuti,2019-05-10
0,Lome,2019-11-06
24,Luanda,2019-05-12
44,Bogotá,2019-12-10
79,Libreville,2019-07-18
87,Baku,2019-12-26
16,Gaborone,2019-08-13
45,Bishkek,2019-04-14
86,Berlin,2019-12-16
84,Budapest,2019-11-11
89,Kuala Lumpur,2019-01-15
16,Belmopan,2019-07-11
62,Budapest,2019-05-06
47,Georgetown,2019-06-08
96,Chisinau,2019-08-06
37,Cairo,2019-01-02
89,Kyiv or Kiev,2019-08-30
29,Bujumbura,2019-09-03
73,Andorra la Vella,2019-03-04
92,Chisinau,2019-04-26
74,Kinshasa,2019-06-16
93,Baku,2019-12-27
48,Abu Dhabi,2019-03-31
29,Funafuti,2019-10-20
88,Abu Dhabi,2019-04-01
92,Asuncion,2019-02-05
91,Honiara,2019-06-18
69,George Town,2019-02-28
40,Madrid,2019-12-20
83,Kingstown,2019-01-27
55,Islamabad,2019-12-11
29,Juba,2019-09-12
21,Abu Dhabi,2019-05-26
76,Baghdad,2019-01-26
13,Georgetown,2019-03-19
8,Kabul,2019-06-22
63,Dhaka,2019-09-12
1,Bern,2019-12-24
68,Bamako,2019-06-13
75,Ankara,2019-04-19
12,Abu Dhabi,2019-10-27
11,Belgrade,2019-11-09
12,Belmopan,2019-01-31
88,Khartoum,2019-09-10
80,Banjul,2019-09-12
53,Baghdad,2019-03-04
27,Beirut,2019-03-08
58,Dushanbe,2019-06-02
77,Ankara,2019-05-24
94,Djibouti,2019-03-31
41,Cockburn Town,2019-11-20
79,Lilongwe,2019-06-04
57,Khartoum,2019-09-19
63,Castries,2019-02-09
39,Lome,2019-01-24
64,Apia,2019-06-27
64,Luxembourg City,2019-01-30
41,Bucharest,2019-07-24
2,Cairo,2019-07-22
60,Kyiv or Kiev,2019-05-28
24,Damascus,2019-12-30
24,Kuala Lumpur,2019-09-15
89,Chisinau,2019-10-29
77,Havana,2019-12-25
8,Kuwait,2019-07-27
58,Baghdad,2019-02-07
6,Dhaka,2019-09-27
95,Kyiv or Kiev,2019-06-28
11,Beijing,2019-10-19
92,Dakar,2019-04-27
45,Juba,2019-03-12
2,Djibouti,2019-07-07
3,Basseterre,2019-09-07
79,Doha,2019-12-10
32,Athens,2019-03-11
28,Amsterdam,2019-05-07
91,Gaborone,2019-04-03
99,Kabul,2019-10-18
83,Jerusalem,2019-02-28
94,Bangui,2019-11-29
62,Asmara,2019-05-23
87,Dili,2019-11-28
65,Dhaka,2019-12-14
17,Harare,2019-05-14
32,Bishkek,2019-06-02
61,Damascus,2019-06-10
73,Kuala Lumpur,2019-11-13
22,Luanda,2019-07-11
52,Brasília,2019-07-12
45,Luxembourg City,2019-05-08
47,Dili,2019-09-22
80,Doha,2019-01-13
42,Copenhagen,2019-07-20
52,Dar es Salaam,2019-01-12
26,La’youn,2019-10-12
